  Julian_Date         Date           T_from_C/A    RA       Dec        R       Delta    Phase    Elong   Vmag
2459224.208333  2021-01-09T17:00:00   -55.79167  175.953  -16.020  1.064591  0.219672   62.698  105.853  18.56
2459224.250000  2021-01-09T18:00:00   -55.75000  175.955  -16.029  1.064664  0.219574   62.671  105.888  18.56
2459224.291667  2021-01-09T19:00:00   -55.70833  175.957  -16.038  1.064738  0.219476   62.645  105.922  18.56
2459224.333333  2021-01-09T20:00:00   -55.66667  175.959  -16.047  1.064811  0.219378   62.618  105.957  18.56
2459224.375000  2021-01-09T21:00:00   -55.62500  175.961  -16.056  1.064885  0.219280   62.592  105.991  18.56
2459224.416667  2021-01-09T22:00:00   -55.58333  175.963  -16.066  1.064958  0.219181   62.565  106.025  18.56
2459224.458333  2021-01-09T23:00:00   -55.54167  175.965  -16.075  1.065031  0.219083   62.539  106.060  18.56
2459224.500000  2021-01-10T00:00:00   -55.50000  175.967  -16.084  1.065104  0.218984   62.512  106.094  18.55
2459224.541667  2021-01-10T01:00:00   -55.45833  175.969  -16.093  1.065177  0.218886   62.486  106.129  18.55
2459224.583333  2021-01-10T02:00:00   -55.41667  175.971  -16.102  1.065250  0.218787   62.459  106.163  18.55
2459224.625000  2021-01-10T03:00:00   -55.37500  175.973  -16.111  1.065323  0.218688   62.433  106.198  18.55
2459224.666667  2021-01-10T04:00:00   -55.33333  175.975  -16.121  1.065396  0.218590   62.406  106.233  18.55
2459224.708333  2021-01-10T05:00:00   -55.29167  175.977  -16.130  1.065469  0.218491   62.380  106.267  18.55
2459224.750000  2021-01-10T06:00:00   -55.25000  175.978  -16.139  1.065541  0.218392   62.353  106.302  18.54
2459224.791667  2021-01-10T07:00:00   -55.20833  175.980  -16.148  1.065614  0.218293   62.326  106.336  18.54
2459224.833333  2021-01-10T08:00:00   -55.16667  175.982  -16.157  1.065687  0.218194   62.300  106.371  18.54
2459224.875000  2021-01-10T09:00:00   -55.12500  175.984  -16.166  1.065759  0.218095   62.273  106.406  18.54
2459224.916667  2021-01-10T10:00:00   -55.08333  175.985  -16.175  1.065831  0.217996   62.246  106.440  18.54
2459224.958333  2021-01-10T11:00:00   -55.04167  175.987  -16.184  1.065904  0.217897   62.220  106.475  18.54
2459225.000000  2021-01-10T12:00:00   -55.00000  175.989  -16.193  1.065976  0.217798   62.193  106.510  18.53
2459225.041667  2021-01-10T13:00:00   -54.95833  175.990  -16.203  1.066048  0.217699   62.166  106.545  18.53
2459225.083333  2021-01-10T14:00:00   -54.91667  175.992  -16.212  1.066120  0.217599   62.140  106.579  18.53
2459225.125000  2021-01-10T15:00:00   -54.87500  175.993  -16.221  1.066192  0.217500   62.113  106.614  18.53
2459225.166667  2021-01-10T16:00:00   -54.83333  175.995  -16.230  1.066264  0.217401   62.086  106.649  18.53
2459225.208333  2021-01-10T17:00:00   -54.79167  175.997  -16.239  1.066336  0.217301   62.059  106.684  18.53
2459225.250000  2021-01-10T18:00:00   -54.75000  175.998  -16.248  1.066408  0.217202   62.033  106.719  18.52
2459225.291667  2021-01-10T19:00:00   -54.70833  176.000  -16.257  1.066479  0.217102   62.006  106.754  18.52
2459225.333333  2021-01-10T20:00:00   -54.66667  176.001  -16.266  1.066551  0.217003   61.979  106.789  18.52
2459225.375000  2021-01-10T21:00:00   -54.62500  176.002  -16.275  1.066623  0.216903   61.952  106.823  18.52
2459225.416667  2021-01-10T22:00:00   -54.58333  176.004  -16.284  1.066694  0.216803   61.925  106.858  18.52
2459225.458333  2021-01-10T23:00:00   -54.54167  176.005  -16.293  1.066765  0.216704   61.898  106.893  18.52
2459225.500000  2021-01-11T00:00:00   -54.50000  176.007  -16.302  1.066837  0.216604   61.872  106.928  18.51
2459225.541667  2021-01-11T01:00:00   -54.45833  176.008  -16.311  1.066908  0.216504   61.845  106.963  18.51
2459225.583333  2021-01-11T02:00:00   -54.41667  176.009  -16.320  1.066979  0.216404   61.818  106.998  18.51
2459225.625000  2021-01-11T03:00:00   -54.37500  176.010  -16.329  1.067050  0.216304   61.791  107.033  18.51
2459225.666667  2021-01-11T04:00:00   -54.33333  176.012  -16.338  1.067121  0.216204   61.764  107.068  18.51
2459225.708333  2021-01-11T05:00:00   -54.29167  176.013  -16.347  1.067192  0.216104   61.737  107.103  18.51
2459225.750000  2021-01-11T06:00:00   -54.25000  176.014  -16.356  1.067263  0.216004   61.710  107.139  18.51
2459225.791667  2021-01-11T07:00:00   -54.20833  176.015  -16.365  1.067334  0.215904   61.683  107.174  18.50
2459225.833333  2021-01-11T08:00:00   -54.16667  176.016  -16.374  1.067405  0.215803   61.656  107.209  18.50
2459225.875000  2021-01-11T09:00:00   -54.12500  176.018  -16.383  1.067475  0.215703   61.629  107.244  18.50
2459225.916667  2021-01-11T10:00:00   -54.08333  176.019  -16.392  1.067546  0.215603   61.602  107.279  18.50
2459225.958333  2021-01-11T11:00:00   -54.04167  176.020  -16.401  1.067616  0.215502   61.575  107.314  18.50
2459226.000000  2021-01-11T12:00:00   -54.00000  176.021  -16.410  1.067687  0.215402   61.548  107.350  18.50
2459226.041667  2021-01-11T13:00:00   -53.95833  176.022  -16.419  1.067757  0.215301   61.521  107.385  18.49
2459226.083333  2021-01-11T14:00:00   -53.91667  176.023  -16.428  1.067827  0.215201   61.494  107.420  18.49
2459226.125000  2021-01-11T15:00:00   -53.87500  176.024  -16.437  1.067897  0.215100   61.466  107.455  18.49
2459226.166667  2021-01-11T16:00:00   -53.83333  176.025  -16.445  1.067968  0.215000   61.439  107.491  18.49
2459226.208333  2021-01-11T17:00:00   -53.79167  176.026  -16.454  1.068038  0.214899   61.412  107.526  18.49
2459226.250000  2021-01-11T18:00:00   -53.75000  176.026  -16.463  1.068108  0.214798   61.385  107.561  18.49
2459226.291667  2021-01-11T19:00:00   -53.70833  176.027  -16.472  1.068177  0.214697   61.358  107.597  18.48
2459226.333333  2021-01-11T20:00:00   -53.66667  176.028  -16.481  1.068247  0.214596   61.331  107.632  18.48
2459226.375000  2021-01-11T21:00:00   -53.62500  176.029  -16.490  1.068317  0.214496   61.303  107.668  18.48
2459226.416667  2021-01-11T22:00:00   -53.58333  176.030  -16.499  1.068387  0.214395   61.276  107.703  18.48
2459226.458333  2021-01-11T23:00:00   -53.54167  176.030  -16.508  1.068456  0.214294   61.249  107.738  18.48
2459226.500000  2021-01-12T00:00:00   -53.50000  176.031  -16.516  1.068526  0.214193   61.222  107.774  18.48
2459226.541667  2021-01-12T01:00:00   -53.45833  176.032  -16.525  1.068595  0.214091   61.194  107.809  18.47
2459226.583333  2021-01-12T02:00:00   -53.41667  176.032  -16.534  1.068664  0.213990   61.167  107.845  18.47
2459226.625000  2021-01-12T03:00:00   -53.37500  176.033  -16.543  1.068734  0.213889   61.140  107.880  18.47
2459226.666667  2021-01-12T04:00:00   -53.33333  176.034  -16.552  1.068803  0.213788   61.112  107.916  18.47
2459226.708333  2021-01-12T05:00:00   -53.29167  176.034  -16.561  1.068872  0.213687   61.085  107.952  18.47
2459226.750000  2021-01-12T06:00:00   -53.25000  176.035  -16.569  1.068941  0.213585   61.057  107.987  18.47
2459226.791667  2021-01-12T07:00:00   -53.20833  176.035  -16.578  1.069010  0.213484   61.030  108.023  18.46
2459226.833333  2021-01-12T08:00:00   -53.16667  176.036  -16.587  1.069079  0.213382   61.003  108.058  18.46
2459226.875000  2021-01-12T09:00:00   -53.12500  176.036  -16.596  1.069148  0.213281   60.975  108.094  18.46
2459226.916667  2021-01-12T10:00:00   -53.08333  176.037  -16.605  1.069217  0.213179   60.948  108.130  18.46
2459226.958333  2021-01-12T11:00:00   -53.04167  176.037  -16.613  1.069285  0.213078   60.920  108.165  18.46
2459227.000000  2021-01-12T12:00:00   -53.00000  176.038  -16.622  1.069354  0.212976   60.893  108.201  18.46
2459227.041667  2021-01-12T13:00:00   -52.95833  176.038  -16.631  1.069422  0.212875   60.865  108.237  18.45
2459227.083333  2021-01-12T14:00:00   -52.91667  176.038  -16.640  1.069491  0.212773   60.838  108.273  18.45
2459227.125000  2021-01-12T15:00:00   -52.87500  176.039  -16.648  1.069559  0.212671   60.810  108.308  18.45
2459227.166667  2021-01-12T16:00:00   -52.83333  176.039  -16.657  1.069627  0.212569   60.783  108.344  18.45
2459227.208333  2021-01-12T17:00:00   -52.79167  176.039  -16.666  1.069696  0.212467   60.755  108.380  18.45
2459227.250000  2021-01-12T18:00:00   -52.75000  176.039  -16.675  1.069764  0.212365   60.728  108.416  18.44
2459227.291667  2021-01-12T19:00:00   -52.70833  176.040  -16.683  1.069832  0.212263   60.700  108.452  18.44
2459227.333333  2021-01-12T20:00:00   -52.66667  176.040  -16.692  1.069900  0.212161   60.672  108.488  18.44
2459227.375000  2021-01-12T21:00:00   -52.62500  176.040  -16.701  1.069968  0.212059   60.645  108.524  18.44
2459227.416667  2021-01-12T22:00:00   -52.58333  176.040  -16.710  1.070036  0.211957   60.617  108.560  18.44
2459227.458333  2021-01-12T23:00:00   -52.54167  176.040  -16.718  1.070103  0.211855   60.589  108.596  18.44
2459227.500000  2021-01-13T00:00:00   -52.50000  176.040  -16.727  1.070171  0.211753   60.562  108.632  18.43
2459227.541667  2021-01-13T01:00:00   -52.45833  176.040  -16.736  1.070239  0.211651   60.534  108.668  18.43
2459227.583333  2021-01-13T02:00:00   -52.41667  176.040  -16.744  1.070306  0.211548   60.506  108.704  18.43
2459227.625000  2021-01-13T03:00:00   -52.37500  176.040  -16.753  1.070374  0.211446   60.478  108.740  18.43
2459227.666667  2021-01-13T04:00:00   -52.33333  176.040  -16.762  1.070441  0.211344   60.451  108.776  18.43
2459227.708333  2021-01-13T05:00:00   -52.29167  176.040  -16.770  1.070508  0.211241   60.423  108.812  18.43
2459227.750000  2021-01-13T06:00:00   -52.25000  176.040  -16.779  1.070576  0.211139   60.395  108.848  18.42
2459227.791667  2021-01-13T07:00:00   -52.20833  176.040  -16.787  1.070643  0.211036   60.367  108.884  18.42
2459227.833333  2021-01-13T08:00:00   -52.16667  176.040  -16.796  1.070710  0.210934   60.339  108.920  18.42
2459227.875000  2021-01-13T09:00:00   -52.12500  176.039  -16.805  1.070777  0.210831   60.311  108.956  18.42
2459227.916667  2021-01-13T10:00:00   -52.08333  176.039  -16.813  1.070844  0.210729   60.284  108.993  18.42
2459227.958333  2021-01-13T11:00:00   -52.04167  176.039  -16.822  1.070911  0.210626   60.256  109.029  18.42
2459228.000000  2021-01-13T12:00:00   -52.00000  176.039  -16.831  1.070977  0.210523   60.228  109.065  18.41
2459228.041667  2021-01-13T13:00:00   -51.95833  176.038  -16.839  1.071044  0.210421   60.200  109.101  18.41
2459228.083333  2021-01-13T14:00:00   -51.91667  176.038  -16.848  1.071111  0.210318   60.172  109.138  18.41
2459228.125000  2021-01-13T15:00:00   -51.87500  176.038  -16.856  1.071177  0.210215   60.144  109.174  18.41
2459228.166667  2021-01-13T16:00:00   -51.83333  176.037  -16.865  1.071244  0.210112   60.116  109.210  18.41
2459228.208333  2021-01-13T17:00:00   -51.79167  176.037  -16.873  1.071310  0.210009   60.088  109.247  18.41
2459228.250000  2021-01-13T18:00:00   -51.75000  176.036  -16.882  1.071376  0.209906   60.060  109.283  18.40
2459228.291667  2021-01-13T19:00:00   -51.70833  176.036  -16.890  1.071443  0.209803   60.032  109.320  18.40
2459228.333333  2021-01-13T20:00:00   -51.66667  176.035  -16.899  1.071509  0.209700   60.004  109.356  18.40
2459228.375000  2021-01-13T21:00:00   -51.62500  176.035  -16.907  1.071575  0.209597   59.976  109.392  18.40
2459228.416667  2021-01-13T22:00:00   -51.58333  176.034  -16.916  1.071641  0.209494   59.947  109.429  18.40
2459228.458333  2021-01-13T23:00:00   -51.54167  176.034  -16.925  1.071707  0.209391   59.919  109.465  18.40
2459228.500000  2021-01-14T00:00:00   -51.50000  176.033  -16.933  1.071773  0.209287   59.891  109.502  18.39
2459228.541667  2021-01-14T01:00:00   -51.45833  176.032  -16.942  1.071838  0.209184   59.863  109.539  18.39
2459228.583333  2021-01-14T02:00:00   -51.41667  176.032  -16.950  1.071904  0.209081   59.835  109.575  18.39
2459228.625000  2021-01-14T03:00:00   -51.37500  176.031  -16.958  1.071970  0.208978   59.807  109.612  18.39
2459228.666667  2021-01-14T04:00:00   -51.33333  176.030  -16.967  1.072035  0.208874   59.778  109.648  18.39
2459228.708333  2021-01-14T05:00:00   -51.29167  176.029  -16.975  1.072101  0.208771   59.750  109.685  18.38
2459228.750000  2021-01-14T06:00:00   -51.25000  176.029  -16.984  1.072166  0.208667   59.722  109.722  18.38
2459228.791667  2021-01-14T07:00:00   -51.20833  176.028  -16.992  1.072231  0.208564   59.694  109.758  18.38
2459228.833333  2021-01-14T08:00:00   -51.16667  176.027  -17.001  1.072297  0.208460   59.665  109.795  18.38
2459228.875000  2021-01-14T09:00:00   -51.12500  176.026  -17.009  1.072362  0.208357   59.637  109.832  18.38
2459228.916667  2021-01-14T10:00:00   -51.08333  176.025  -17.018  1.072427  0.208253   59.609  109.868  18.38
2459228.958333  2021-01-14T11:00:00   -51.04167  176.024  -17.026  1.072492  0.208149   59.580  109.905  18.37
2459229.000000  2021-01-14T12:00:00   -51.00000  176.023  -17.034  1.072557  0.208046   59.552  109.942  18.37
2459229.041667  2021-01-14T13:00:00   -50.95833  176.022  -17.043  1.072622  0.207942   59.523  109.979  18.37
2459229.083333  2021-01-14T14:00:00   -50.91667  176.021  -17.051  1.072686  0.207838   59.495  110.016  18.37
2459229.125000  2021-01-14T15:00:00   -50.87500  176.020  -17.060  1.072751  0.207734   59.467  110.053  18.37
2459229.166667  2021-01-14T16:00:00   -50.83333  176.019  -17.068  1.072816  0.207630   59.438  110.089  18.37
2459229.208333  2021-01-14T17:00:00   -50.79167  176.018  -17.076  1.072880  0.207527   59.410  110.126  18.36
2459229.250000  2021-01-14T18:00:00   -50.75000  176.017  -17.085  1.072945  0.207423   59.381  110.163  18.36
2459229.291667  2021-01-14T19:00:00   -50.70833  176.015  -17.093  1.073009  0.207319   59.353  110.200  18.36
2459229.333333  2021-01-14T20:00:00   -50.66667  176.014  -17.101  1.073074  0.207215   59.324  110.237  18.36
2459229.375000  2021-01-14T21:00:00   -50.62500  176.013  -17.110  1.073138  0.207111   59.296  110.274  18.36
2459229.416667  2021-01-14T22:00:00   -50.58333  176.012  -17.118  1.073202  0.207006   59.267  110.311  18.35
2459229.458333  2021-01-14T23:00:00   -50.54167  176.010  -17.126  1.073266  0.206902   59.238  110.348  18.35
2459229.500000  2021-01-15T00:00:00   -50.50000  176.009  -17.135  1.073330  0.206798   59.210  110.385  18.35
2459229.541667  2021-01-15T01:00:00   -50.45833  176.008  -17.143  1.073394  0.206694   59.181  110.423  18.35
2459229.583333  2021-01-15T02:00:00   -50.41667  176.006  -17.151  1.073458  0.206590   59.152  110.460  18.35
2459229.625000  2021-01-15T03:00:00   -50.37500  176.005  -17.159  1.073522  0.206485   59.124  110.497  18.35
2459229.666667  2021-01-15T04:00:00   -50.33333  176.003  -17.168  1.073585  0.206381   59.095  110.534  18.34
2459229.708333  2021-01-15T05:00:00   -50.29167  176.002  -17.176  1.073649  0.206277   59.066  110.571  18.34
2459229.750000  2021-01-15T06:00:00   -50.25000  176.000  -17.184  1.073713  0.206172   59.038  110.608  18.34
2459229.791667  2021-01-15T07:00:00   -50.20833  175.999  -17.192  1.073776  0.206068   59.009  110.646  18.34
2459229.833333  2021-01-15T08:00:00   -50.16667  175.997  -17.201  1.073839  0.205964   58.980  110.683  18.34
2459229.875000  2021-01-15T09:00:00   -50.12500  175.995  -17.209  1.073903  0.205859   58.951  110.720  18.34
2459229.916667  2021-01-15T10:00:00   -50.08333  175.994  -17.217  1.073966  0.205755   58.922  110.757  18.33
2459229.958333  2021-01-15T11:00:00   -50.04167  175.992  -17.225  1.074029  0.205650   58.894  110.795  18.33
2459230.000000  2021-01-15T12:00:00   -50.00000  175.990  -17.233  1.074092  0.205545   58.865  110.832  18.33
2459230.041667  2021-01-15T13:00:00   -49.95833  175.989  -17.242  1.074155  0.205441   58.836  110.870  18.33
2459230.083333  2021-01-15T14:00:00   -49.91667  175.987  -17.250  1.074218  0.205336   58.807  110.907  18.33
2459230.125000  2021-01-15T15:00:00   -49.87500  175.985  -17.258  1.074281  0.205231   58.778  110.944  18.32
2459230.166667  2021-01-15T16:00:00   -49.83333  175.983  -17.266  1.074344  0.205127   58.749  110.982  18.32
2459230.208333  2021-01-15T17:00:00   -49.79167  175.981  -17.274  1.074407  0.205022   58.720  111.019  18.32
2459230.250000  2021-01-15T18:00:00   -49.75000  175.979  -17.282  1.074469  0.204917   58.691  111.057  18.32
2459230.291667  2021-01-15T19:00:00   -49.70833  175.978  -17.291  1.074532  0.204812   58.662  111.094  18.32
2459230.333333  2021-01-15T20:00:00   -49.66667  175.976  -17.299  1.074594  0.204707   58.633  111.132  18.32
2459230.375000  2021-01-15T21:00:00   -49.62500  175.974  -17.307  1.074657  0.204602   58.604  111.169  18.31
2459230.416667  2021-01-15T22:00:00   -49.58333  175.972  -17.315  1.074719  0.204498   58.575  111.207  18.31
2459230.458333  2021-01-15T23:00:00   -49.54167  175.969  -17.323  1.074781  0.204393   58.546  111.245  18.31
2459230.500000  2021-01-16T00:00:00   -49.50000  175.967  -17.331  1.074843  0.204288   58.517  111.282  18.31
2459230.541667  2021-01-16T01:00:00   -49.45833  175.965  -17.339  1.074905  0.204183   58.488  111.320  18.31
2459230.583333  2021-01-16T02:00:00   -49.41667  175.963  -17.347  1.074967  0.204077   58.458  111.358  18.30
2459230.625000  2021-01-16T03:00:00   -49.37500  175.961  -17.355  1.075029  0.203972   58.429  111.395  18.30
2459230.666667  2021-01-16T04:00:00   -49.33333  175.959  -17.363  1.075091  0.203867   58.400  111.433  18.30
2459230.708333  2021-01-16T05:00:00   -49.29167  175.956  -17.371  1.075153  0.203762   58.371  111.471  18.30
2459230.750000  2021-01-16T06:00:00   -49.25000  175.954  -17.379  1.075215  0.203657   58.342  111.509  18.30
2459230.791667  2021-01-16T07:00:00   -49.20833  175.952  -17.388  1.075276  0.203552   58.312  111.547  18.30
2459230.833333  2021-01-16T08:00:00   -49.16667  175.950  -17.396  1.075338  0.203446   58.283  111.584  18.29
2459230.875000  2021-01-16T09:00:00   -49.12500  175.947  -17.404  1.075399  0.203341   58.254  111.622  18.29
2459230.916667  2021-01-16T10:00:00   -49.08333  175.945  -17.412  1.075461  0.203236   58.224  111.660  18.29
2459230.958333  2021-01-16T11:00:00   -49.04167  175.942  -17.420  1.075522  0.203130   58.195  111.698  18.29
2459231.000000  2021-01-16T12:00:00   -49.00000  175.940  -17.428  1.075583  0.203025   58.166  111.736  18.29
2459231.041667  2021-01-16T13:00:00   -48.95833  175.937  -17.435  1.075645  0.202920   58.136  111.774  18.28
2459231.083333  2021-01-16T14:00:00   -48.91667  175.935  -17.443  1.075706  0.202814   58.107  111.812  18.28
2459231.125000  2021-01-16T15:00:00   -48.87500  175.932  -17.451  1.075767  0.202709   58.077  111.850  18.28
2459231.166667  2021-01-16T16:00:00   -48.83333  175.930  -17.459  1.075828  0.202603   58.048  111.888  18.28
2459231.208333  2021-01-16T17:00:00   -48.79167  175.927  -17.467  1.075888  0.202498   58.019  111.926  18.28
2459231.250000  2021-01-16T18:00:00   -48.75000  175.924  -17.475  1.075949  0.202392   57.989  111.964  18.28
2459231.291667  2021-01-16T19:00:00   -48.70833  175.922  -17.483  1.076010  0.202286   57.960  112.002  18.27
2459231.333333  2021-01-16T20:00:00   -48.66667  175.919  -17.491  1.076071  0.202181   57.930  112.040  18.27
2459231.375000  2021-01-16T21:00:00   -48.62500  175.916  -17.499  1.076131  0.202075   57.900  112.079  18.27
2459231.416667  2021-01-16T22:00:00   -48.58333  175.913  -17.507  1.076192  0.201969   57.871  112.117  18.27
2459231.458333  2021-01-16T23:00:00   -48.54167  175.911  -17.515  1.076252  0.201864   57.841  112.155  18.27
2459231.500000  2021-01-17T00:00:00   -48.50000  175.908  -17.523  1.076312  0.201758   57.812  112.193  18.26
2459231.541667  2021-01-17T01:00:00   -48.45833  175.905  -17.530  1.076372  0.201652   57.782  112.231  18.26
2459231.583333  2021-01-17T02:00:00   -48.41667  175.902  -17.538  1.076433  0.201546   57.752  112.270  18.26
2459231.625000  2021-01-17T03:00:00   -48.37500  175.899  -17.546  1.076493  0.201440   57.723  112.308  18.26
2459231.666667  2021-01-17T04:00:00   -48.33333  175.896  -17.554  1.076553  0.201335   57.693  112.346  18.26
2459231.708333  2021-01-17T05:00:00   -48.29167  175.893  -17.562  1.076613  0.201229   57.663  112.385  18.26
2459231.750000  2021-01-17T06:00:00   -48.25000  175.890  -17.569  1.076673  0.201123   57.633  112.423  18.25
2459231.791667  2021-01-17T07:00:00   -48.20833  175.887  -17.577  1.076732  0.201017   57.604  112.462  18.25
2459231.833333  2021-01-17T08:00:00   -48.16667  175.884  -17.585  1.076792  0.200911   57.574  112.500  18.25
2459231.875000  2021-01-17T09:00:00   -48.12500  175.881  -17.593  1.076852  0.200805   57.544  112.538  18.25
2459231.916667  2021-01-17T10:00:00   -48.08333  175.877  -17.601  1.076911  0.200699   57.514  112.577  18.25
2459231.958333  2021-01-17T11:00:00   -48.04167  175.874  -17.608  1.076971  0.200593   57.484  112.615  18.24
2459232.000000  2021-01-17T12:00:00   -48.00000  175.871  -17.616  1.077030  0.200487   57.454  112.654  18.24
2459232.041667  2021-01-17T13:00:00   -47.95833  175.868  -17.624  1.077089  0.200381   57.424  112.693  18.24
2459232.083333  2021-01-17T14:00:00   -47.91667  175.864  -17.632  1.077149  0.200274   57.394  112.731  18.24
2459232.125000  2021-01-17T15:00:00   -47.87500  175.861  -17.639  1.077208  0.200168   57.364  112.770  18.24
2459232.166667  2021-01-17T16:00:00   -47.83333  175.858  -17.647  1.077267  0.200062   57.334  112.808  18.23
2459232.208333  2021-01-17T17:00:00   -47.79167  175.854  -17.655  1.077326  0.199956   57.304  112.847  18.23
2459232.250000  2021-01-17T18:00:00   -47.75000  175.851  -17.662  1.077385  0.199850   57.274  112.886  18.23
2459232.291667  2021-01-17T19:00:00   -47.70833  175.847  -17.670  1.077444  0.199743   57.244  112.925  18.23
2459232.333333  2021-01-17T20:00:00   -47.66667  175.844  -17.678  1.077502  0.199637   57.214  112.963  18.23
2459232.375000  2021-01-17T21:00:00   -47.62500  175.840  -17.685  1.077561  0.199531   57.184  113.002  18.23
2459232.416667  2021-01-17T22:00:00   -47.58333  175.836  -17.693  1.077620  0.199424   57.154  113.041  18.22
2459232.458333  2021-01-17T23:00:00   -47.54167  175.833  -17.701  1.077678  0.199318   57.124  113.080  18.22
2459232.500000  2021-01-18T00:00:00   -47.50000  175.829  -17.708  1.077737  0.199211   57.094  113.118  18.22
2459232.541667  2021-01-18T01:00:00   -47.45833  175.826  -17.716  1.077795  0.199105   57.064  113.157  18.22
2459232.583333  2021-01-18T02:00:00   -47.41667  175.822  -17.724  1.077853  0.198999   57.033  113.196  18.22
2459232.625000  2021-01-18T03:00:00   -47.37500  175.818  -17.731  1.077912  0.198892   57.003  113.235  18.21
2459232.666667  2021-01-18T04:00:00   -47.33333  175.814  -17.739  1.077970  0.198786   56.973  113.274  18.21
2459232.708333  2021-01-18T05:00:00   -47.29167  175.810  -17.746  1.078028  0.198679   56.943  113.313  18.21
2459232.750000  2021-01-18T06:00:00   -47.25000  175.807  -17.754  1.078086  0.198573   56.912  113.352  18.21
2459232.791667  2021-01-18T07:00:00   -47.20833  175.803  -17.761  1.078144  0.198466   56.882  113.391  18.21
2459232.833333  2021-01-18T08:00:00   -47.16667  175.799  -17.769  1.078201  0.198359   56.852  113.430  18.20
2459232.875000  2021-01-18T09:00:00   -47.12500  175.795  -17.776  1.078259  0.198253   56.821  113.469  18.20
2459232.916667  2021-01-18T10:00:00   -47.08333  175.791  -17.784  1.078317  0.198146   56.791  113.508  18.20
2459232.958333  2021-01-18T11:00:00   -47.04167  175.787  -17.791  1.078375  0.198039   56.760  113.547  18.20
2459233.000000  2021-01-18T12:00:00   -47.00000  175.783  -17.799  1.078432  0.197933   56.730  113.587  18.20
2459233.041667  2021-01-18T13:00:00   -46.95833  175.779  -17.806  1.078489  0.197826   56.699  113.626  18.19
2459233.083333  2021-01-18T14:00:00   -46.91667  175.774  -17.814  1.078547  0.197719   56.669  113.665  18.19
2459233.125000  2021-01-18T15:00:00   -46.87500  175.770  -17.821  1.078604  0.197612   56.638  113.704  18.19
2459233.166667  2021-01-18T16:00:00   -46.83333  175.766  -17.829  1.078661  0.197506   56.608  113.744  18.19
2459233.208333  2021-01-18T17:00:00   -46.79167  175.762  -17.836  1.078718  0.197399   56.577  113.783  18.19
2459233.250000  2021-01-18T18:00:00   -46.75000  175.758  -17.844  1.078776  0.197292   56.547  113.822  18.19
2459233.291667  2021-01-18T19:00:00   -46.70833  175.753  -17.851  1.078833  0.197185   56.516  113.861  18.18
2459233.333333  2021-01-18T20:00:00   -46.66667  175.749  -17.859  1.078889  0.197078   56.486  113.901  18.18
2459233.375000  2021-01-18T21:00:00   -46.62500  175.744  -17.866  1.078946  0.196971   56.455  113.940  18.18
2459233.416667  2021-01-18T22:00:00   -46.58333  175.740  -17.873  1.079003  0.196864   56.424  113.980  18.18
2459233.458333  2021-01-18T23:00:00   -46.54167  175.736  -17.881  1.079060  0.196758   56.393  114.019  18.18
2459233.500000  2021-01-19T00:00:00   -46.50000  175.731  -17.888  1.079116  0.196651   56.363  114.059  18.17
2459233.541667  2021-01-19T01:00:00   -46.45833  175.727  -17.895  1.079173  0.196544   56.332  114.098  18.17
2459233.583333  2021-01-19T02:00:00   -46.41667  175.722  -17.903  1.079229  0.196437   56.301  114.138  18.17
2459233.625000  2021-01-19T03:00:00   -46.37500  175.717  -17.910  1.079286  0.196330   56.270  114.177  18.17
2459233.666667  2021-01-19T04:00:00   -46.33333  175.713  -17.918  1.079342  0.196222   56.240  114.217  18.17
2459233.708333  2021-01-19T05:00:00   -46.29167  175.708  -17.925  1.079398  0.196115   56.209  114.256  18.16
2459233.750000  2021-01-19T06:00:00   -46.25000  175.703  -17.932  1.079454  0.196008   56.178  114.296  18.16
2459233.791667  2021-01-19T07:00:00   -46.20833  175.699  -17.939  1.079510  0.195901   56.147  114.336  18.16
2459233.833333  2021-01-19T08:00:00   -46.16667  175.694  -17.947  1.079566  0.195794   56.116  114.375  18.16
2459233.875000  2021-01-19T09:00:00   -46.12500  175.689  -17.954  1.079622  0.195687   56.085  114.415  18.16
2459233.916667  2021-01-19T10:00:00   -46.08333  175.684  -17.961  1.079678  0.195580   56.054  114.455  18.15
2459233.958333  2021-01-19T11:00:00   -46.04167  175.679  -17.968  1.079734  0.195473   56.023  114.494  18.15
2459234.000000  2021-01-19T12:00:00   -46.00000  175.675  -17.976  1.079789  0.195365   55.992  114.534  18.15
2459234.041667  2021-01-19T13:00:00   -45.95833  175.670  -17.983  1.079845  0.195258   55.961  114.574  18.15
2459234.083333  2021-01-19T14:00:00   -45.91667  175.665  -17.990  1.079900  0.195151   55.930  114.614  18.15
2459234.125000  2021-01-19T15:00:00   -45.87500  175.660  -17.997  1.079956  0.195044   55.899  114.654  18.15
2459234.166667  2021-01-19T16:00:00   -45.83333  175.655  -18.005  1.080011  0.194936   55.868  114.694  18.14
2459234.208333  2021-01-19T17:00:00   -45.79167  175.649  -18.012  1.080066  0.194829   55.837  114.734  18.14
2459234.250000  2021-01-19T18:00:00   -45.75000  175.644  -18.019  1.080122  0.194722   55.806  114.774  18.14
2459234.291667  2021-01-19T19:00:00   -45.70833  175.639  -18.026  1.080177  0.194614   55.774  114.814  18.14
2459234.333333  2021-01-19T20:00:00   -45.66667  175.634  -18.033  1.080232  0.194507   55.743  114.854  18.14
