  Julian_Date         Date           T_from_C/A    RA       Dec        R       Delta    Phase    Elong   Vmag
--------------  -------------------  ----------  -------  -------  --------  --------  -------  -------  -----
2458755.670139  2019-09-29T04:05:00   -70.37500  140.753   23.880  2.539181  3.059719   17.669   50.278   5.57
2458755.711806  2019-09-29T05:05:00   -70.33333  140.773   23.864  2.538623  3.058835   17.677   50.295   5.57
2458755.753473  2019-09-29T06:05:00   -70.29167  140.792   23.847  2.538065  3.057951   17.685   50.313   5.57
2458755.795139  2019-09-29T07:05:00   -70.25000  140.811   23.831  2.537507  3.057068   17.694   50.330   5.57
2458755.836806  2019-09-29T08:05:00   -70.20833  140.831   23.814  2.536950  3.056184   17.702   50.347   5.57
2458755.878473  2019-09-29T09:05:00   -70.16667  140.850   23.798  2.536393  3.055301   17.710   50.364   5.57
2458755.920139  2019-09-29T10:05:00   -70.12500  140.869   23.781  2.535836  3.054418   17.719   50.382   5.57
2458755.961806  2019-09-29T11:05:00   -70.08333  140.889   23.765  2.535279  3.053535   17.727   50.399   5.57
2458756.003473  2019-09-29T12:05:00   -70.04167  140.908   23.748  2.534722  3.052652   17.736   50.416   5.56
2458756.045139  2019-09-29T13:05:00   -70.00000  140.927   23.732  2.534166  3.051769   17.744   50.433   5.56
2458756.086806  2019-09-29T14:05:00   -69.95833  140.947   23.715  2.533609  3.050886   17.752   50.451   5.56
2458756.128473  2019-09-29T15:05:00   -69.91667  140.966   23.699  2.533053  3.050004   17.761   50.468   5.56
2458756.170139  2019-09-29T16:05:00   -69.87500  140.985   23.682  2.532497  3.049121   17.769   50.485   5.56
2458756.211806  2019-09-29T17:05:00   -69.83333  141.005   23.666  2.531942  3.048239   17.777   50.502   5.56
2458756.253473  2019-09-29T18:05:00   -69.79167  141.024   23.649  2.531386  3.047357   17.786   50.520   5.56
2458756.295139  2019-09-29T19:05:00   -69.75000  141.044   23.633  2.530831  3.046475   17.794   50.537   5.56
2458756.336806  2019-09-29T20:05:00   -69.70833  141.063   23.616  2.530276  3.045593   17.802   50.554   5.56
2458756.378473  2019-09-29T21:05:00   -69.66667  141.082   23.600  2.529721  3.044712   17.811   50.571   5.56
2458756.420139  2019-09-29T22:05:00   -69.62500  141.102   23.583  2.529166  3.043830   17.819   50.589   5.56
2458756.461806  2019-09-29T23:05:00   -69.58333  141.121   23.567  2.528612  3.042949   17.828   50.606   5.56
2458756.503473  2019-09-30T00:05:00   -69.54167  141.140   23.550  2.528058  3.042068   17.836   50.623   5.56
2458756.545139  2019-09-30T01:05:00   -69.50000  141.160   23.534  2.527504  3.041186   17.844   50.640   5.55
2458756.586806  2019-09-30T02:05:00   -69.45833  141.179   23.517  2.526950  3.040306   17.853   50.658   5.55
2458756.628473  2019-09-30T03:05:00   -69.41667  141.198   23.500  2.526396  3.039425   17.861   50.675   5.55
2458756.670139  2019-09-30T04:05:00   -69.37500  141.218   23.484  2.525843  3.038544   17.869   50.692   5.55
2458756.711806  2019-09-30T05:05:00   -69.33333  141.237   23.467  2.525289  3.037664   17.878   50.709   5.55
2458756.753473  2019-09-30T06:05:00   -69.29167  141.256   23.450  2.524736  3.036783   17.886   50.726   5.55
2458756.795139  2019-09-30T07:05:00   -69.25000  141.276   23.434  2.524183  3.035903   17.895   50.744   5.55
2458756.836806  2019-09-30T08:05:00   -69.20833  141.295   23.417  2.523631  3.035023   17.903   50.761   5.55
2458756.878473  2019-09-30T09:05:00   -69.16667  141.314   23.401  2.523078  3.034143   17.911   50.778   5.55
2458756.920139  2019-09-30T10:05:00   -69.12500  141.334   23.384  2.522526  3.033263   17.920   50.795   5.55
2458756.961806  2019-09-30T11:05:00   -69.08333  141.353   23.367  2.521974  3.032384   17.928   50.813   5.55
2458757.003473  2019-09-30T12:05:00   -69.04167  141.372   23.350  2.521422  3.031504   17.936   50.830   5.55
2458757.045139  2019-09-30T13:05:00   -69.00000  141.392   23.334  2.520870  3.030625   17.945   50.847   5.55
2458757.086806  2019-09-30T14:05:00   -68.95833  141.411   23.317  2.520319  3.029746   17.953   50.864   5.54
2458757.128473  2019-09-30T15:05:00   -68.91667  141.430   23.300  2.519767  3.028867   17.962   50.881   5.54
2458757.170139  2019-09-30T16:05:00   -68.87500  141.450   23.284  2.519216  3.027988   17.970   50.899   5.54
2458757.211806  2019-09-30T17:05:00   -68.83333  141.469   23.267  2.518665  3.027109   17.978   50.916   5.54
2458757.253473  2019-09-30T18:05:00   -68.79167  141.488   23.250  2.518115  3.026230   17.987   50.933   5.54
2458757.295139  2019-09-30T19:05:00   -68.75000  141.508   23.233  2.517564  3.025352   17.995   50.950   5.54
2458757.336806  2019-09-30T20:05:00   -68.70833  141.527   23.217  2.517014  3.024474   18.003   50.967   5.54
2458757.378473  2019-09-30T21:05:00   -68.66667  141.546   23.200  2.516464  3.023595   18.012   50.985   5.54
2458757.420139  2019-09-30T22:05:00   -68.62500  141.566   23.183  2.515914  3.022717   18.020   51.002   5.54
2458757.461806  2019-09-30T23:05:00   -68.58333  141.585   23.166  2.515364  3.021840   18.029   51.019   5.54
2458757.503473  2019-10-01T00:05:00   -68.54167  141.604   23.150  2.514815  3.020962   18.037   51.036   5.54
2458757.545139  2019-10-01T01:05:00   -68.50000  141.624   23.133  2.514265  3.020084   18.045   51.053   5.54
2458757.586806  2019-10-01T02:05:00   -68.45833  141.643   23.116  2.513716  3.019207   18.054   51.071   5.54
2458757.628473  2019-10-01T03:05:00   -68.41667  141.662   23.099  2.513167  3.018330   18.062   51.088   5.53
2458757.670139  2019-10-01T04:05:00   -68.37500  141.682   23.082  2.512619  3.017453   18.070   51.105   5.53
2458757.711806  2019-10-01T05:05:00   -68.33333  141.701   23.065  2.512070  3.016576   18.079   51.122   5.53
2458757.753473  2019-10-01T06:05:00   -68.29167  141.720   23.049  2.511522  3.015699   18.087   51.139   5.53
2458757.795139  2019-10-01T07:05:00   -68.25000  141.740   23.032  2.510974  3.014822   18.096   51.157   5.53
2458757.836806  2019-10-01T08:05:00   -68.20833  141.759   23.015  2.510426  3.013946   18.104   51.174   5.53
2458757.878473  2019-10-01T09:05:00   -68.16667  141.778   22.998  2.509878  3.013069   18.112   51.191   5.53
2458757.920139  2019-10-01T10:05:00   -68.12500  141.798   22.981  2.509331  3.012193   18.121   51.208   5.53
2458757.961806  2019-10-01T11:05:00   -68.08333  141.817   22.964  2.508783  3.011317   18.129   51.225   5.53
2458758.003473  2019-10-01T12:05:00   -68.04167  141.836   22.947  2.508236  3.010441   18.138   51.243   5.53
2458758.045139  2019-10-01T13:05:00   -68.00000  141.856   22.930  2.507689  3.009565   18.146   51.260   5.53
2458758.086806  2019-10-01T14:05:00   -67.95833  141.875   22.913  2.507143  3.008690   18.154   51.277   5.53
2458758.128473  2019-10-01T15:05:00   -67.91667  141.894   22.897  2.506596  3.007814   18.163   51.294   5.53
2458758.170139  2019-10-01T16:05:00   -67.87500  141.914   22.880  2.506050  3.006939   18.171   51.311   5.52
2458758.211806  2019-10-01T17:05:00   -67.83333  141.933   22.863  2.505504  3.006064   18.179   51.328   5.52
2458758.253473  2019-10-01T18:05:00   -67.79167  141.952   22.846  2.504958  3.005189   18.188   51.346   5.52
2458758.295139  2019-10-01T19:05:00   -67.75000  141.972   22.829  2.504413  3.004314   18.196   51.363   5.52
2458758.336806  2019-10-01T20:05:00   -67.70833  141.991   22.812  2.503867  3.003440   18.205   51.380   5.52
2458758.378473  2019-10-01T21:05:00   -67.66667  142.010   22.795  2.503322  3.002565   18.213   51.397   5.52
2458758.420139  2019-10-01T22:05:00   -67.62500  142.029   22.778  2.502777  3.001691   18.221   51.414   5.52
2458758.461806  2019-10-01T23:05:00   -67.58333  142.049   22.761  2.502232  3.000817   18.230   51.431   5.52
2458758.503473  2019-10-02T00:05:00   -67.54167  142.068   22.744  2.501687  2.999943   18.238   51.449   5.52
2458758.545139  2019-10-02T01:05:00   -67.50000  142.087   22.727  2.501143  2.999069   18.247   51.466   5.52
2458758.586806  2019-10-02T02:05:00   -67.45833  142.107   22.710  2.500599  2.998195   18.255   51.483   5.52
2458758.628473  2019-10-02T03:05:00   -67.41667  142.126   22.693  2.500055  2.997322   18.263   51.500   5.52
2458758.670139  2019-10-02T04:05:00   -67.37500  142.145   22.676  2.499511  2.996448   18.272   51.517   5.52
2458758.711806  2019-10-02T05:05:00   -67.33333  142.165   22.659  2.498967  2.995575   18.280   51.534   5.51
2458758.753473  2019-10-02T06:05:00   -67.29167  142.184   22.641  2.498424  2.994702   18.288   51.552   5.51
2458758.795139  2019-10-02T07:05:00   -67.25000  142.203   22.624  2.497881  2.993829   18.297   51.569   5.51
2458758.836806  2019-10-02T08:05:00   -67.20833  142.223   22.607  2.497338  2.992956   18.305   51.586   5.51
2458758.878473  2019-10-02T09:05:00   -67.16667  142.242   22.590  2.496795  2.992084   18.314   51.603   5.51
2458758.920139  2019-10-02T10:05:00   -67.12500  142.261   22.573  2.496252  2.991211   18.322   51.620   5.51
2458758.961806  2019-10-02T11:05:00   -67.08333  142.281   22.556  2.495710  2.990339   18.330   51.637   5.51
2458759.003473  2019-10-02T12:05:00   -67.04167  142.300   22.539  2.495168  2.989467   18.339   51.655   5.51
2458759.045139  2019-10-02T13:05:00   -67.00000  142.319   22.522  2.494626  2.988595   18.347   51.672   5.51
2458759.086806  2019-10-02T14:05:00   -66.95833  142.338   22.505  2.494084  2.987723   18.356   51.689   5.51
2458759.128473  2019-10-02T15:05:00   -66.91667  142.358   22.487  2.493543  2.986852   18.364   51.706   5.51
2458759.170139  2019-10-02T16:05:00   -66.87500  142.377   22.470  2.493001  2.985980   18.372   51.723   5.51
2458759.211806  2019-10-02T17:05:00   -66.83333  142.396   22.453  2.492460  2.985109   18.381   51.740   5.51
2458759.253473  2019-10-02T18:05:00   -66.79167  142.416   22.436  2.491919  2.984238   18.389   51.757   5.50
2458759.295139  2019-10-02T19:05:00   -66.75000  142.435   22.419  2.491379  2.983367   18.398   51.775   5.50
2458759.336806  2019-10-02T20:05:00   -66.70833  142.454   22.402  2.490838  2.982496   18.406   51.792   5.50
2458759.378473  2019-10-02T21:05:00   -66.66667  142.474   22.384  2.490298  2.981625   18.414   51.809   5.50
2458759.420139  2019-10-02T22:05:00   -66.62500  142.493   22.367  2.489758  2.980755   18.423   51.826   5.50
2458759.461806  2019-10-02T23:05:00   -66.58333  142.512   22.350  2.489218  2.979885   18.431   51.843   5.50
2458759.503473  2019-10-03T00:05:00   -66.54167  142.531   22.333  2.488678  2.979014   18.440   51.860   5.50
2458759.545139  2019-10-03T01:05:00   -66.50000  142.551   22.315  2.488139  2.978144   18.448   51.877   5.50
2458759.586806  2019-10-03T02:05:00   -66.45833  142.570   22.298  2.487599  2.977275   18.456   51.894   5.50
2458759.628473  2019-10-03T03:05:00   -66.41667  142.589   22.281  2.487060  2.976405   18.465   51.912   5.50
2458759.670139  2019-10-03T04:05:00   -66.37500  142.609   22.264  2.486522  2.975536   18.473   51.929   5.50
2458759.711806  2019-10-03T05:05:00   -66.33333  142.628   22.246  2.485983  2.974666   18.482   51.946   5.50
2458759.753473  2019-10-03T06:05:00   -66.29167  142.647   22.229  2.485445  2.973797   18.490   51.963   5.50
2458759.795139  2019-10-03T07:05:00   -66.25000  142.666   22.212  2.484906  2.972928   18.498   51.980   5.49
2458759.836806  2019-10-03T08:05:00   -66.20833  142.686   22.194  2.484368  2.972059   18.507   51.997   5.49
2458759.878473  2019-10-03T09:05:00   -66.16667  142.705   22.177  2.483831  2.971191   18.515   52.014   5.49
2458759.920139  2019-10-03T10:05:00   -66.12500  142.724   22.160  2.483293  2.970322   18.523   52.031   5.49
2458759.961806  2019-10-03T11:05:00   -66.08333  142.744   22.142  2.482756  2.969454   18.532   52.049   5.49
2458760.003473  2019-10-03T12:05:00   -66.04167  142.763   22.125  2.482218  2.968586   18.540   52.066   5.49
2458760.045139  2019-10-03T13:05:00   -66.00000  142.782   22.108  2.481681  2.967718   18.549   52.083   5.49
2458760.086806  2019-10-03T14:05:00   -65.95833  142.802   22.090  2.481145  2.966850   18.557   52.100   5.49
2458760.128473  2019-10-03T15:05:00   -65.91667  142.821   22.073  2.480608  2.965982   18.565   52.117   5.49
2458760.170139  2019-10-03T16:05:00   -65.87500  142.840   22.056  2.480072  2.965115   18.574   52.134   5.49
2458760.211806  2019-10-03T17:05:00   -65.83333  142.859   22.038  2.479536  2.964247   18.582   52.151   5.49
2458760.253473  2019-10-03T18:05:00   -65.79167  142.879   22.021  2.479000  2.963380   18.591   52.168   5.49
2458760.295139  2019-10-03T19:05:00   -65.75000  142.898   22.003  2.478464  2.962513   18.599   52.185   5.49
2458760.336806  2019-10-03T20:05:00   -65.70833  142.917   21.986  2.477929  2.961646   18.607   52.203   5.48
2458760.378473  2019-10-03T21:05:00   -65.66667  142.937   21.968  2.477393  2.960780   18.616   52.220   5.48
2458760.420139  2019-10-03T22:05:00   -65.62500  142.956   21.951  2.476858  2.959913   18.624   52.237   5.48
2458760.461806  2019-10-03T23:05:00   -65.58333  142.975   21.934  2.476324  2.959047   18.633   52.254   5.48
2458760.503473  2019-10-04T00:05:00   -65.54167  142.994   21.916  2.475789  2.958181   18.641   52.271   5.48
2458760.545139  2019-10-04T01:05:00   -65.50000  143.014   21.899  2.475255  2.957315   18.649   52.288   5.48
2458760.586806  2019-10-04T02:05:00   -65.45833  143.033   21.881  2.474720  2.956449   18.658   52.305   5.48
2458760.628473  2019-10-04T03:05:00   -65.41667  143.052   21.864  2.474186  2.955584   18.666   52.322   5.48
2458760.670139  2019-10-04T04:05:00   -65.37500  143.071   21.846  2.473653  2.954718   18.675   52.339   5.48
2458760.711806  2019-10-04T05:05:00   -65.33333  143.091   21.829  2.473119  2.953853   18.683   52.356   5.48
2458760.753473  2019-10-04T06:05:00   -65.29167  143.110   21.811  2.472586  2.952988   18.691   52.373   5.48
2458760.795139  2019-10-04T07:05:00   -65.25000  143.129   21.794  2.472053  2.952123   18.700   52.390   5.48
2458760.836806  2019-10-04T08:05:00   -65.20833  143.149   21.776  2.471520  2.951258   18.708   52.408   5.48
2458760.878473  2019-10-04T09:05:00   -65.16667  143.168   21.758  2.470987  2.950394   18.717   52.425   5.47
2458760.920139  2019-10-04T10:05:00   -65.12500  143.187   21.741  2.470454  2.949529   18.725   52.442   5.47
2458760.961806  2019-10-04T11:05:00   -65.08333  143.206   21.723  2.469922  2.948665   18.733   52.459   5.47
2458761.003473  2019-10-04T12:05:00   -65.04167  143.226   21.706  2.469390  2.947801   18.742   52.476   5.47
2458761.045139  2019-10-04T13:05:00   -65.00000  143.245   21.688  2.468858  2.946937   18.750   52.493   5.47
2458761.086806  2019-10-04T14:05:00   -64.95833  143.264   21.671  2.468327  2.946073   18.759   52.510   5.47
2458761.128473  2019-10-04T15:05:00   -64.91667  143.283   21.653  2.467795  2.945210   18.767   52.527   5.47
2458761.170139  2019-10-04T16:05:00   -64.87500  143.303   21.635  2.467264  2.944346   18.775   52.544   5.47
2458761.211806  2019-10-04T17:05:00   -64.83333  143.322   21.618  2.466733  2.943483   18.784   52.561   5.47
2458761.253473  2019-10-04T18:05:00   -64.79167  143.341   21.600  2.466202  2.942620   18.792   52.578   5.47
2458761.295139  2019-10-04T19:05:00   -64.75000  143.361   21.582  2.465672  2.941757   18.801   52.595   5.47
2458761.336806  2019-10-04T20:05:00   -64.70833  143.380   21.565  2.465141  2.940895   18.809   52.612   5.47
2458761.378473  2019-10-04T21:05:00   -64.66667  143.399   21.547  2.464611  2.940032   18.817   52.629   5.47
2458761.420139  2019-10-04T22:05:00   -64.62500  143.418   21.529  2.464081  2.939170   18.826   52.647   5.46
2458761.461806  2019-10-04T23:05:00   -64.58333  143.438   21.512  2.463552  2.938308   18.834   52.664   5.46
2458761.503473  2019-10-05T00:05:00   -64.54167  143.457   21.494  2.463022  2.937446   18.843   52.681   5.46
2458761.545139  2019-10-05T01:05:00   -64.50000  143.476   21.476  2.462493  2.936584   18.851   52.698   5.46
2458761.586806  2019-10-05T02:05:00   -64.45833  143.495   21.459  2.461964  2.935723   18.859   52.715   5.46
2458761.628473  2019-10-05T03:05:00   -64.41667  143.515   21.441  2.461435  2.934861   18.868   52.732   5.46
2458761.670139  2019-10-05T04:05:00   -64.37500  143.534   21.423  2.460906  2.934000   18.876   52.749   5.46
2458761.711806  2019-10-05T05:05:00   -64.33333  143.553   21.405  2.460378  2.933139   18.885   52.766   5.46
2458761.753473  2019-10-05T06:05:00   -64.29167  143.572   21.388  2.459850  2.932278   18.893   52.783   5.46
2458761.795139  2019-10-05T07:05:00   -64.25000  143.592   21.370  2.459322  2.931417   18.901   52.800   5.46
2458761.836806  2019-10-05T08:05:00   -64.20833  143.611   21.352  2.458794  2.930557   18.910   52.817   5.46
2458761.878473  2019-10-05T09:05:00   -64.16667  143.630   21.334  2.458266  2.929697   18.918   52.834   5.46
2458761.920139  2019-10-05T10:05:00   -64.12500  143.649   21.317  2.457739  2.928837   18.927   52.851   5.46
2458761.961806  2019-10-05T11:05:00   -64.08333  143.669   21.299  2.457212  2.927977   18.935   52.868   5.45
2458762.003473  2019-10-05T12:05:00   -64.04167  143.688   21.281  2.456685  2.927117   18.943   52.885   5.45
2458762.045139  2019-10-05T13:05:00   -64.00000  143.707   21.263  2.456158  2.926257   18.952   52.902   5.45
2458762.086806  2019-10-05T14:05:00   -63.95833  143.726   21.245  2.455632  2.925398   18.960   52.919   5.45
2458762.128473  2019-10-05T15:05:00   -63.91667  143.746   21.228  2.455106  2.924539   18.969   52.936   5.45
2458762.170139  2019-10-05T16:05:00   -63.87500  143.765   21.210  2.454580  2.923680   18.977   52.953   5.45
2458762.211806  2019-10-05T17:05:00   -63.83333  143.784   21.192  2.454054  2.922821   18.985   52.970   5.45
2458762.253473  2019-10-05T18:05:00   -63.79167  143.803   21.174  2.453528  2.921962   18.994   52.987   5.45
2458762.295139  2019-10-05T19:05:00   -63.75000  143.823   21.156  2.453003  2.921103   19.002   53.004   5.45
2458762.336806  2019-10-05T20:05:00   -63.70833  143.842   21.138  2.452478  2.920245   19.011   53.021   5.45
2458762.378473  2019-10-05T21:05:00   -63.66667  143.861   21.120  2.451953  2.919387   19.019   53.038   5.45
2458762.420139  2019-10-05T22:05:00   -63.62500  143.880   21.102  2.451428  2.918529   19.027   53.055   5.45
2458762.461806  2019-10-05T23:05:00   -63.58333  143.900   21.084  2.450904  2.917671   19.036   53.072   5.45
2458762.503473  2019-10-06T00:05:00   -63.54167  143.919   21.067  2.450380  2.916814   19.044   53.089   5.44
2458762.545139  2019-10-06T01:05:00   -63.50000  143.938   21.049  2.449856  2.915956   19.053   53.107   5.44
2458762.586806  2019-10-06T02:05:00   -63.45833  143.957   21.031  2.449332  2.915099   19.061   53.124   5.44
2458762.628473  2019-10-06T03:05:00   -63.41667  143.977   21.013  2.448808  2.914242   19.069   53.141   5.44
2458762.670139  2019-10-06T04:05:00   -63.37500  143.996   20.995  2.448285  2.913385   19.078   53.158   5.44
2458762.711806  2019-10-06T05:05:00   -63.33333  144.015   20.977  2.447762  2.912529   19.086   53.175   5.44
2458762.753473  2019-10-06T06:05:00   -63.29167  144.034   20.959  2.447239  2.911672   19.095   53.192   5.44
2458762.795139  2019-10-06T07:05:00   -63.25000  144.054   20.941  2.446716  2.910816   19.103   53.209   5.44
2458762.836806  2019-10-06T08:05:00   -63.20833  144.073   20.923  2.446193  2.909960   19.111   53.226   5.44
2458762.878473  2019-10-06T09:05:00   -63.16667  144.092   20.905  2.445671  2.909104   19.120   53.243   5.44
2458762.920139  2019-10-06T10:05:00   -63.12500  144.111   20.887  2.445149  2.908248   19.128   53.260   5.44
2458762.961806  2019-10-06T11:05:00   -63.08333  144.131   20.869  2.444627  2.907393   19.137   53.277   5.44
2458763.003473  2019-10-06T12:05:00   -63.04167  144.150   20.851  2.444106  2.906537   19.145   53.294   5.44
2458763.045139  2019-10-06T13:05:00   -63.00000  144.169   20.833  2.443584  2.905682   19.153   53.311   5.43
2458763.086806  2019-10-06T14:05:00   -62.95833  144.188   20.815  2.443063  2.904827   19.162   53.328   5.43
2458763.128473  2019-10-06T15:05:00   -62.91667  144.208   20.797  2.442542  2.903972   19.170   53.345   5.43
2458763.170139  2019-10-06T16:05:00   -62.87500  144.227   20.778  2.442021  2.903118   19.179   53.362   5.43
2458763.211806  2019-10-06T17:05:00   -62.83333  144.246   20.760  2.441501  2.902264   19.187   53.379   5.43
2458763.253473  2019-10-06T18:05:00   -62.79167  144.265   20.742  2.440981  2.901409   19.195   53.395   5.43
2458763.295139  2019-10-06T19:05:00   -62.75000  144.284   20.724  2.440461  2.900555   19.204   53.412   5.43
2458763.336806  2019-10-06T20:05:00   -62.70833  144.304   20.706  2.439941  2.899701   19.212   53.429   5.43
2458763.378473  2019-10-06T21:05:00   -62.66667  144.323   20.688  2.439421  2.898848   19.221   53.446   5.43
2458763.420139  2019-10-06T22:05:00   -62.62500  144.342   20.670  2.438902  2.897994   19.229   53.463   5.43
2458763.461806  2019-10-06T23:05:00   -62.58333  144.361   20.652  2.438383  2.897141   19.237   53.480   5.43
2458763.503473  2019-10-07T00:05:00   -62.54167  144.381   20.633  2.437864  2.896288   19.246   53.497   5.43
2458763.545139  2019-10-07T01:05:00   -62.50000  144.400   20.615  2.437345  2.895435   19.254   53.514   5.43
2458763.586806  2019-10-07T02:05:00   -62.45833  144.419   20.597  2.436826  2.894583   19.263   53.531   5.42
2458763.628473  2019-10-07T03:05:00   -62.41667  144.438   20.579  2.436308  2.893730   19.271   53.548   5.42
2458763.670139  2019-10-07T04:05:00   -62.37500  144.457   20.561  2.435790  2.892878   19.279   53.565   5.42
2458763.711806  2019-10-07T05:05:00   -62.33333  144.477   20.543  2.435272  2.892026   19.288   53.582   5.42
2458763.753473  2019-10-07T06:05:00   -62.29167  144.496   20.524  2.434755  2.891174   19.296   53.599   5.42
2458763.795139  2019-10-07T07:05:00   -62.25000  144.515   20.506  2.434237  2.890322   19.305   53.616   5.42
2458763.836806  2019-10-07T08:05:00   -62.20833  144.534   20.488  2.433720  2.889471   19.313   53.633   5.42
2458763.878473  2019-10-07T09:05:00   -62.16667  144.554   20.470  2.433203  2.888619   19.321   53.650   5.42
2458763.920139  2019-10-07T10:05:00   -62.12500  144.573   20.451  2.432687  2.887768   19.330   53.667   5.42
2458763.961806  2019-10-07T11:05:00   -62.08333  144.592   20.433  2.432170  2.886917   19.338   53.684   5.42
2458764.003473  2019-10-07T12:05:00   -62.04167  144.611   20.415  2.431654  2.886066   19.347   53.701   5.42
2458764.045139  2019-10-07T13:05:00   -62.00000  144.630   20.396  2.431138  2.885216   19.355   53.718   5.42
2458764.086806  2019-10-07T14:05:00   -61.95833  144.650   20.378  2.430622  2.884366   19.363   53.735   5.42
2458764.128473  2019-10-07T15:05:00   -61.91667  144.669   20.360  2.430106  2.883515   19.372   53.752   5.41
2458764.170139  2019-10-07T16:05:00   -61.87500  144.688   20.342  2.429591  2.882665   19.380   53.769   5.41
2458764.211806  2019-10-07T17:05:00   -61.83333  144.707   20.323  2.429076  2.881816   19.389   53.786   5.41
2458764.253473  2019-10-07T18:05:00   -61.79167  144.727   20.305  2.428561  2.880966   19.397   53.803   5.41
2458764.295139  2019-10-07T19:05:00   -61.75000  144.746   20.287  2.428046  2.880117   19.405   53.820   5.41
2458764.336806  2019-10-07T20:05:00   -61.70833  144.765   20.268  2.427532  2.879268   19.414   53.836   5.41
2458764.378473  2019-10-07T21:05:00   -61.66667  144.784   20.250  2.427018  2.878419   19.422   53.853   5.41
2458764.420139  2019-10-07T22:05:00   -61.62500  144.803   20.231  2.426504  2.877570   19.430   53.870   5.41
2458764.461806  2019-10-07T23:05:00   -61.58333  144.823   20.213  2.425990  2.876721   19.439   53.887   5.41
2458764.503473  2019-10-08T00:05:00   -61.54167  144.842   20.195  2.425476  2.875873   19.447   53.904   5.41
2458764.545139  2019-10-08T01:05:00   -61.50000  144.861   20.176  2.424963  2.875025   19.456   53.921   5.41
2458764.586806  2019-10-08T02:05:00   -61.45833  144.880   20.158  2.424450  2.874177   19.464   53.938   5.41
2458764.628473  2019-10-08T03:05:00   -61.41667  144.899   20.139  2.423937  2.873329   19.472   53.955   5.41
2458764.670139  2019-10-08T04:05:00   -61.37500  144.919   20.121  2.423425  2.872481   19.481   53.972   5.40
2458764.711806  2019-10-08T05:05:00   -61.33333  144.938   20.103  2.422912  2.871634   19.489   53.989   5.40
2458764.753473  2019-10-08T06:05:00   -61.29167  144.957   20.084  2.422400  2.870787   19.498   54.006   5.40
2458764.795139  2019-10-08T07:05:00   -61.25000  144.976   20.066  2.421888  2.869940   19.506   54.023   5.40
2458764.836806  2019-10-08T08:05:00   -61.20833  144.995   20.047  2.421376  2.869093   19.514   54.040   5.40
2458764.878473  2019-10-08T09:05:00   -61.16667  145.015   20.029  2.420865  2.868246   19.523   54.057   5.40
2458764.920139  2019-10-08T10:05:00   -61.12500  145.034   20.010  2.420354  2.867400   19.531   54.073   5.40
2458764.961806  2019-10-08T11:05:00   -61.08333  145.053   19.992  2.419843  2.866554   19.540   54.090   5.40
2458765.003473  2019-10-08T12:05:00   -61.04167  145.072   19.973  2.419332  2.865708   19.548   54.107   5.40
2458765.045139  2019-10-08T13:05:00   -61.00000  145.091   19.955  2.418821  2.864862   19.556   54.124   5.40
2458765.086806  2019-10-08T14:05:00   -60.95833  145.111   19.936  2.418311  2.864017   19.565   54.141   5.40
2458765.128473  2019-10-08T15:05:00   -60.91667  145.130   19.918  2.417801  2.863171   19.573   54.158   5.40
2458765.170139  2019-10-08T16:05:00   -60.87500  145.149   19.899  2.417291  2.862326   19.582   54.175   5.40
2458765.211806  2019-10-08T17:05:00   -60.83333  145.168   19.880  2.416781  2.861481   19.590   54.192   5.39
2458765.253473  2019-10-08T18:05:00   -60.79167  145.187   19.862  2.416272  2.860636   19.598   54.209   5.39
2458765.295139  2019-10-08T19:05:00   -60.75000  145.207   19.843  2.415763  2.859792   19.607   54.226   5.39
2458765.336806  2019-10-08T20:05:00   -60.70833  145.226   19.825  2.415254  2.858947   19.615   54.243   5.39
2458765.378473  2019-10-08T21:05:00   -60.66667  145.245   19.806  2.414745  2.858103   19.623   54.259   5.39
2458765.420139  2019-10-08T22:05:00   -60.62500  145.264   19.788  2.414237  2.857259   19.632   54.276   5.39
2458765.461806  2019-10-08T23:05:00   -60.58333  145.283   19.769  2.413728  2.856416   19.640   54.293   5.39
2458765.503473  2019-10-09T00:05:00   -60.54167  145.303   19.750  2.413220  2.855572   19.649   54.310   5.39
2458765.545139  2019-10-09T01:05:00   -60.50000  145.322   19.732  2.412713  2.854729   19.657   54.327   5.39
2458765.586806  2019-10-09T02:05:00   -60.45833  145.341   19.713  2.412205  2.853886   19.665   54.344   5.39
2458765.628473  2019-10-09T03:05:00   -60.41667  145.360   19.694  2.411698  2.853043   19.674   54.361   5.39
2458765.670139  2019-10-09T04:05:00   -60.37500  145.379   19.676  2.411191  2.852200   19.682   54.378   5.39
2458765.711806  2019-10-09T05:05:00   -60.33333  145.399   19.657  2.410684  2.851357   19.691   54.395   5.39
2458765.753473  2019-10-09T06:05:00   -60.29167  145.418   19.638  2.410177  2.850515   19.699   54.411   5.38
2458765.795139  2019-10-09T07:05:00   -60.25000  145.437   19.620  2.409671  2.849673   19.707   54.428   5.38
2458765.836806  2019-10-09T08:05:00   -60.20833  145.456   19.601  2.409164  2.848831   19.716   54.445   5.38
2458765.878473  2019-10-09T09:05:00   -60.16667  145.475   19.582  2.408659  2.847989   19.724   54.462   5.38
2458765.920139  2019-10-09T10:05:00   -60.12500  145.494   19.563  2.408153  2.847148   19.732   54.479   5.38
2458765.961806  2019-10-09T11:05:00   -60.08333  145.514   19.545  2.407647  2.846307   19.741   54.496   5.38
