  Julian_Date         Date           T_from_C/A    RA       Dec        R       Delta    Phase    Elong   Vmag
--------------  -------------------  ----------  -------  -------  --------  --------  -------  -------  -----
2458539.461111  2019-02-24T23:04:00   -90.00000  321.103   -1.175  0.628727  1.485732   29.677   18.332  17.64
2458539.502778  2019-02-25T00:04:00   -89.95833  321.160   -1.157  0.628098  1.485215   29.686   18.319  17.64
2458539.544444  2019-02-25T01:04:00   -89.91667  321.216   -1.138  0.627468  1.484699   29.696   18.305  17.64
2458539.586111  2019-02-25T02:04:00   -89.87500  321.273   -1.120  0.626838  1.484183   29.706   18.291  17.63
2458539.627778  2019-02-25T03:04:00   -89.83333  321.330   -1.102  0.626207  1.483667   29.715   18.278  17.63
2458539.669444  2019-02-25T04:04:00   -89.79167  321.387   -1.084  0.625575  1.483151   29.725   18.264  17.63
2458539.711111  2019-02-25T05:04:00   -89.75000  321.444   -1.065  0.624943  1.482635   29.734   18.250  17.63
2458539.752778  2019-02-25T06:04:00   -89.70833  321.501   -1.047  0.624310  1.482118   29.744   18.236  17.62
2458539.794444  2019-02-25T07:04:00   -89.66667  321.558   -1.029  0.623676  1.481602   29.753   18.222  17.62
2458539.836111  2019-02-25T08:04:00   -89.62500  321.615   -1.011  0.623042  1.481086   29.762   18.208  17.62
2458539.877778  2019-02-25T09:04:00   -89.58333  321.672   -0.992  0.622408  1.480569   29.772   18.194  17.62
2458539.919444  2019-02-25T10:04:00   -89.54167  321.729   -0.974  0.621773  1.480053   29.781   18.180  17.61
2458539.961111  2019-02-25T11:04:00   -89.50000  321.786   -0.956  0.621137  1.479537   29.790   18.166  17.61
2458540.002778  2019-02-25T12:04:00   -89.45833  321.844   -0.937  0.620500  1.479020   29.800   18.152  17.61
2458540.044444  2019-02-25T13:04:00   -89.41667  321.901   -0.919  0.619863  1.478504   29.809   18.138  17.61
2458540.086111  2019-02-25T14:04:00   -89.37500  321.958   -0.901  0.619225  1.477987   29.818   18.123  17.60
2458540.127778  2019-02-25T15:04:00   -89.33333  322.016   -0.883  0.618587  1.477471   29.827   18.109  17.60
2458540.169444  2019-02-25T16:04:00   -89.29167  322.073   -0.864  0.617948  1.476954   29.836   18.095  17.60
2458540.211111  2019-02-25T17:04:00   -89.25000  322.131   -0.846  0.617309  1.476438   29.845   18.080  17.59
2458540.252778  2019-02-25T18:04:00   -89.20833  322.189   -0.828  0.616669  1.475921   29.854   18.066  17.59
2458540.294444  2019-02-25T19:04:00   -89.16667  322.246   -0.809  0.616028  1.475405   29.863   18.051  17.59
2458540.336111  2019-02-25T20:04:00   -89.12500  322.304   -0.791  0.615387  1.474888   29.872   18.037  17.59
2458540.377778  2019-02-25T21:04:00   -89.08333  322.362   -0.773  0.614745  1.474371   29.881   18.022  17.58
2458540.419444  2019-02-25T22:04:00   -89.04167  322.420   -0.754  0.614102  1.473855   29.890   18.008  17.58
2458540.461111  2019-02-25T23:04:00   -89.00000  322.478   -0.736  0.613459  1.473338   29.899   17.993  17.58
2458540.502778  2019-02-26T00:04:00   -88.95833  322.536   -0.718  0.612815  1.472821   29.908   17.978  17.57
2458540.544444  2019-02-26T01:04:00   -88.91667  322.594   -0.699  0.612171  1.472305   29.916   17.963  17.57
2458540.586111  2019-02-26T02:04:00   -88.87500  322.652   -0.681  0.611526  1.471788   29.925   17.948  17.57
2458540.627778  2019-02-26T03:04:00   -88.83333  322.710   -0.663  0.610880  1.471271   29.934   17.933  17.57
2458540.669444  2019-02-26T04:04:00   -88.79167  322.768   -0.644  0.610234  1.470754   29.942   17.919  17.56
2458540.711111  2019-02-26T05:04:00   -88.75000  322.827   -0.626  0.609587  1.470238   29.951   17.903  17.56
2458540.752778  2019-02-26T06:04:00   -88.70833  322.885   -0.608  0.608939  1.469721   29.959   17.888  17.56
2458540.794444  2019-02-26T07:04:00   -88.66667  322.943   -0.589  0.608291  1.469204   29.968   17.873  17.56
2458540.836111  2019-02-26T08:04:00   -88.62500  323.002   -0.571  0.607643  1.468687   29.976   17.858  17.55
2458540.877778  2019-02-26T09:04:00   -88.58333  323.060   -0.552  0.606993  1.468170   29.985   17.843  17.55
2458540.919444  2019-02-26T10:04:00   -88.54167  323.119   -0.534  0.606343  1.467653   29.993   17.828  17.55
2458540.961111  2019-02-26T11:04:00   -88.50000  323.177   -0.516  0.605693  1.467136   30.001   17.812  17.54
2458541.002778  2019-02-26T12:04:00   -88.45833  323.236   -0.497  0.605041  1.466619   30.010   17.797  17.54
2458541.044444  2019-02-26T13:04:00   -88.41667  323.295   -0.479  0.604390  1.466102   30.018   17.782  17.54
2458541.086111  2019-02-26T14:04:00   -88.37500  323.354   -0.461  0.603737  1.465585   30.026   17.766  17.54
2458541.127778  2019-02-26T15:04:00   -88.33333  323.413   -0.442  0.603084  1.465068   30.034   17.751  17.53
2458541.169444  2019-02-26T16:04:00   -88.29167  323.472   -0.424  0.602430  1.464551   30.042   17.735  17.53
2458541.211111  2019-02-26T17:04:00   -88.25000  323.531   -0.405  0.601776  1.464034   30.051   17.719  17.53
2458541.252778  2019-02-26T18:04:00   -88.20833  323.590   -0.387  0.601121  1.463517   30.059   17.704  17.52
2458541.294444  2019-02-26T19:04:00   -88.16667  323.649   -0.369  0.600466  1.463000   30.067   17.688  17.52
2458541.336111  2019-02-26T20:04:00   -88.12500  323.708   -0.350  0.599809  1.462482   30.074   17.672  17.52
2458541.377778  2019-02-26T21:04:00   -88.08333  323.767   -0.332  0.599153  1.461965   30.082   17.656  17.51
2458541.419444  2019-02-26T22:04:00   -88.04167  323.826   -0.313  0.598495  1.461448   30.090   17.640  17.51
2458541.461111  2019-02-26T23:04:00   -88.00000  323.886   -0.295  0.597837  1.460931   30.098   17.625  17.51
2458541.502778  2019-02-27T00:04:00   -87.95833  323.945   -0.276  0.597178  1.460413   30.106   17.609  17.51
2458541.544444  2019-02-27T01:04:00   -87.91667  324.005   -0.258  0.596519  1.459896   30.114   17.593  17.50
2458541.586111  2019-02-27T02:04:00   -87.87500  324.064   -0.240  0.595859  1.459379   30.121   17.576  17.50
2458541.627778  2019-02-27T03:04:00   -87.83333  324.124   -0.221  0.595199  1.458862   30.129   17.560  17.50
2458541.669444  2019-02-27T04:04:00   -87.79167  324.184   -0.203  0.594538  1.458344   30.136   17.544  17.49
2458541.711111  2019-02-27T05:04:00   -87.75000  324.243   -0.184  0.593876  1.457827   30.144   17.528  17.49
2458541.752778  2019-02-27T06:04:00   -87.70833  324.303   -0.166  0.593213  1.457309   30.151   17.512  17.49
2458541.794444  2019-02-27T07:04:00   -87.66667  324.363   -0.147  0.592550  1.456792   30.159   17.495  17.49
2458541.836111  2019-02-27T08:04:00   -87.62500  324.423   -0.129  0.591886  1.456275   30.166   17.479  17.48
2458541.877778  2019-02-27T09:04:00   -87.58333  324.483   -0.111  0.591222  1.455757   30.174   17.462  17.48
2458541.919444  2019-02-27T10:04:00   -87.54167  324.543   -0.092  0.590557  1.455240   30.181   17.446  17.48
2458541.961111  2019-02-27T11:04:00   -87.50000  324.603   -0.074  0.589892  1.454722   30.188   17.429  17.47
2458542.002778  2019-02-27T12:04:00   -87.45833  324.663   -0.055  0.589225  1.454205   30.195   17.413  17.47
2458542.044444  2019-02-27T13:04:00   -87.41667  324.723   -0.037  0.588558  1.453687   30.203   17.396  17.47
2458542.086111  2019-02-27T14:04:00   -87.37500  324.784   -0.018  0.587891  1.453169   30.210   17.379  17.46
2458542.127778  2019-02-27T15:04:00   -87.33333  324.844    0.000  0.587223  1.452652   30.217   17.362  17.46
2458542.169444  2019-02-27T16:04:00   -87.29167  324.904    0.019  0.586554  1.452134   30.224   17.346  17.46
2458542.211111  2019-02-27T17:04:00   -87.25000  324.965    0.037  0.585885  1.451616   30.231   17.329  17.46
2458542.252778  2019-02-27T18:04:00   -87.20833  325.025    0.056  0.585215  1.451099   30.238   17.312  17.45
2458542.294444  2019-02-27T19:04:00   -87.16667  325.086    0.074  0.584544  1.450581   30.245   17.295  17.45
2458542.336111  2019-02-27T20:04:00   -87.12500  325.147    0.093  0.583873  1.450063   30.251   17.278  17.45
2458542.377778  2019-02-27T21:04:00   -87.08333  325.208    0.111  0.583201  1.449546   30.258   17.261  17.44
2458542.419444  2019-02-27T22:04:00   -87.04167  325.268    0.129  0.582528  1.449028   30.265   17.244  17.44
2458542.461111  2019-02-27T23:04:00   -87.00000  325.329    0.148  0.581855  1.448510   30.272   17.226  17.44
2458542.502778  2019-02-28T00:04:00   -86.95833  325.390    0.166  0.581181  1.447992   30.278   17.209  17.43
2458542.544444  2019-02-28T01:04:00   -86.91667  325.451    0.185  0.580507  1.447474   30.285   17.192  17.43
2458542.586111  2019-02-28T02:04:00   -86.87500  325.512    0.203  0.579832  1.446956   30.291   17.175  17.43
2458542.627778  2019-02-28T03:04:00   -86.83333  325.573    0.222  0.579156  1.446439   30.298   17.157  17.42
2458542.669444  2019-02-28T04:04:00   -86.79167  325.635    0.240  0.578479  1.445921   30.304   17.140  17.42
2458542.711111  2019-02-28T05:04:00   -86.75000  325.696    0.259  0.577802  1.445403   30.310   17.122  17.42
2458542.752778  2019-02-28T06:04:00   -86.70833  325.757    0.277  0.577125  1.444885   30.317   17.105  17.41
2458542.794444  2019-02-28T07:04:00   -86.66667  325.819    0.296  0.576446  1.444367   30.323   17.087  17.41
2458542.836111  2019-02-28T08:04:00   -86.62500  325.880    0.314  0.575768  1.443849   30.329   17.069  17.41
2458542.877778  2019-02-28T09:04:00   -86.58333  325.941    0.333  0.575088  1.443331   30.335   17.052  17.41
2458542.919444  2019-02-28T10:04:00   -86.54167  326.003    0.351  0.574408  1.442812   30.341   17.034  17.40
2458542.961111  2019-02-28T11:04:00   -86.50000  326.065    0.370  0.573727  1.442294   30.347   17.016  17.40
2458543.002778  2019-02-28T12:04:00   -86.45833  326.126    0.388  0.573045  1.441776   30.353   16.998  17.40
2458543.044444  2019-02-28T13:04:00   -86.41667  326.188    0.407  0.572363  1.441258   30.359   16.980  17.39
2458543.086111  2019-02-28T14:04:00   -86.37500  326.250    0.425  0.571680  1.440740   30.365   16.962  17.39
2458543.127778  2019-02-28T15:04:00   -86.33333  326.312    0.444  0.570997  1.440222   30.371   16.944  17.39
2458543.169444  2019-02-28T16:04:00   -86.29167  326.374    0.462  0.570313  1.439703   30.377   16.926  17.38
2458543.211111  2019-02-28T17:04:00   -86.25000  326.436    0.481  0.569628  1.439185   30.383   16.908  17.38
2458543.252778  2019-02-28T18:04:00   -86.20833  326.498    0.499  0.568943  1.438667   30.388   16.890  17.38
2458543.294444  2019-02-28T19:04:00   -86.16667  326.560    0.517  0.568257  1.438148   30.394   16.871  17.37
2458543.336111  2019-02-28T20:04:00   -86.12500  326.623    0.536  0.567570  1.437630   30.399   16.853  17.37
2458543.377778  2019-02-28T21:04:00   -86.08333  326.685    0.554  0.566883  1.437112   30.405   16.835  17.37
2458543.419444  2019-02-28T22:04:00   -86.04167  326.747    0.573  0.566195  1.436593   30.410   16.816  17.36
2458543.461111  2019-02-28T23:04:00   -86.00000  326.810    0.591  0.565506  1.436075   30.416   16.798  17.36
2458543.502778  2019-03-01T00:04:00   -85.95833  326.872    0.610  0.564817  1.435556   30.421   16.779  17.36
2458543.544444  2019-03-01T01:04:00   -85.91667  326.935    0.628  0.564127  1.435038   30.426   16.761  17.35
2458543.586111  2019-03-01T02:04:00   -85.87500  326.998    0.647  0.563436  1.434519   30.431   16.742  17.35
2458543.627778  2019-03-01T03:04:00   -85.83333  327.060    0.665  0.562745  1.434001   30.436   16.723  17.35
2458543.669444  2019-03-01T04:04:00   -85.79167  327.123    0.684  0.562053  1.433482   30.442   16.705  17.34
2458543.711111  2019-03-01T05:04:00   -85.75000  327.186    0.702  0.561361  1.432963   30.447   16.686  17.34
2458543.752778  2019-03-01T06:04:00   -85.70833  327.249    0.721  0.560668  1.432445   30.451   16.667  17.34
2458543.794444  2019-03-01T07:04:00   -85.66667  327.312    0.739  0.559974  1.431926   30.456   16.648  17.33
2458543.836111  2019-03-01T08:04:00   -85.62500  327.375    0.758  0.559279  1.431407   30.461   16.629  17.33
2458543.877778  2019-03-01T09:04:00   -85.58333  327.438    0.776  0.558584  1.430889   30.466   16.610  17.33
2458543.919444  2019-03-01T10:04:00   -85.54167  327.502    0.795  0.557888  1.430370   30.471   16.591  17.32
2458543.961111  2019-03-01T11:04:00   -85.50000  327.565    0.813  0.557192  1.429851   30.475   16.572  17.32
2458544.002778  2019-03-01T12:04:00   -85.45833  327.628    0.831  0.556495  1.429332   30.480   16.553  17.32
2458544.044444  2019-03-01T13:04:00   -85.41667  327.692    0.850  0.555797  1.428813   30.484   16.533  17.31
2458544.086111  2019-03-01T14:04:00   -85.37500  327.755    0.868  0.555099  1.428294   30.489   16.514  17.31
2458544.127778  2019-03-01T15:04:00   -85.33333  327.819    0.887  0.554400  1.427775   30.493   16.495  17.31
2458544.169444  2019-03-01T16:04:00   -85.29167  327.882    0.905  0.553700  1.427256   30.498   16.475  17.30
2458544.211111  2019-03-01T17:04:00   -85.25000  327.946    0.924  0.553000  1.426737   30.502   16.456  17.30
2458544.252778  2019-03-01T18:04:00   -85.20833  328.010    0.942  0.552299  1.426218   30.506   16.436  17.30
2458544.294444  2019-03-01T19:04:00   -85.16667  328.074    0.961  0.551597  1.425699   30.510   16.417  17.29
2458544.336111  2019-03-01T20:04:00   -85.12500  328.138    0.979  0.550895  1.425180   30.514   16.397  17.29
2458544.377778  2019-03-01T21:04:00   -85.08333  328.202    0.997  0.550192  1.424660   30.518   16.377  17.29
2458544.419444  2019-03-01T22:04:00   -85.04167  328.266    1.016  0.549488  1.424141   30.522   16.358  17.28
2458544.461111  2019-03-01T23:04:00   -85.00000  328.330    1.034  0.548784  1.423622   30.526   16.338  17.28
2458544.502778  2019-03-02T00:04:00   -84.95833  328.394    1.053  0.548079  1.423103   30.530   16.318  17.28
2458544.544444  2019-03-02T01:04:00   -84.91667  328.458    1.071  0.547374  1.422583   30.534   16.298  17.27
2458544.586111  2019-03-02T02:04:00   -84.87500  328.523    1.090  0.546667  1.422064   30.537   16.278  17.27
2458544.627778  2019-03-02T03:04:00   -84.83333  328.587    1.108  0.545961  1.421544   30.541   16.258  17.27
2458544.669444  2019-03-02T04:04:00   -84.79167  328.652    1.126  0.545253  1.421025   30.545   16.238  17.26
2458544.711111  2019-03-02T05:04:00   -84.75000  328.716    1.145  0.544545  1.420505   30.548   16.218  17.26
2458544.752778  2019-03-02T06:04:00   -84.70833  328.781    1.163  0.543836  1.419986   30.552   16.198  17.25
2458544.794444  2019-03-02T07:04:00   -84.66667  328.846    1.182  0.543126  1.419466   30.555   16.178  17.25
2458544.836111  2019-03-02T08:04:00   -84.62500  328.911    1.200  0.542416  1.418947   30.558   16.157  17.25
2458544.877778  2019-03-02T09:04:00   -84.58333  328.975    1.218  0.541705  1.418427   30.561   16.137  17.24
2458544.919444  2019-03-02T10:04:00   -84.54167  329.040    1.237  0.540994  1.417907   30.565   16.116  17.24
2458544.961111  2019-03-02T11:04:00   -84.50000  329.105    1.255  0.540282  1.417387   30.568   16.096  17.24
2458545.002778  2019-03-02T12:04:00   -84.45833  329.171    1.274  0.539569  1.416867   30.571   16.075  17.23
2458545.044444  2019-03-02T13:04:00   -84.41667  329.236    1.292  0.538855  1.416348   30.574   16.055  17.23
2458545.086111  2019-03-02T14:04:00   -84.37500  329.301    1.310  0.538141  1.415828   30.576   16.034  17.23
2458545.127778  2019-03-02T15:04:00   -84.33333  329.366    1.329  0.537426  1.415308   30.579   16.014  17.22
2458545.169444  2019-03-02T16:04:00   -84.29167  329.432    1.347  0.536711  1.414788   30.582   15.993  17.22
2458545.211111  2019-03-02T17:04:00   -84.25000  329.497    1.366  0.535995  1.414267   30.585   15.972  17.22
2458545.252778  2019-03-02T18:04:00   -84.20833  329.563    1.384  0.535278  1.413747   30.587   15.951  17.21
2458545.294444  2019-03-02T19:04:00   -84.16667  329.628    1.402  0.534561  1.413227   30.590   15.930  17.21
2458545.336111  2019-03-02T20:04:00   -84.12500  329.694    1.421  0.533843  1.412707   30.592   15.909  17.20
2458545.377778  2019-03-02T21:04:00   -84.08333  329.760    1.439  0.533124  1.412187   30.595   15.888  17.20
2458545.419444  2019-03-02T22:04:00   -84.04167  329.826    1.457  0.532404  1.411666   30.597   15.867  17.20
2458545.461111  2019-03-02T23:04:00   -84.00000  329.892    1.476  0.531684  1.411146   30.599   15.846  17.19
2458545.502778  2019-03-03T00:04:00   -83.95833  329.958    1.494  0.530963  1.410625   30.601   15.825  17.19
2458545.544444  2019-03-03T01:04:00   -83.91667  330.024    1.512  0.530242  1.410105   30.603   15.804  17.19
2458545.586111  2019-03-03T02:04:00   -83.87500  330.090    1.531  0.529520  1.409584   30.605   15.782  17.18
2458545.627778  2019-03-03T03:04:00   -83.83333  330.156    1.549  0.528797  1.409064   30.607   15.761  17.18
2458545.669444  2019-03-03T04:04:00   -83.79167  330.222    1.567  0.528074  1.408543   30.609   15.740  17.17
2458545.711111  2019-03-03T05:04:00   -83.75000  330.289    1.585  0.527350  1.408022   30.611   15.718  17.17
2458545.752778  2019-03-03T06:04:00   -83.70833  330.355    1.604  0.526625  1.407501   30.612   15.697  17.17
2458545.794444  2019-03-03T07:04:00   -83.66667  330.422    1.622  0.525899  1.406980   30.614   15.675  17.16
2458545.836111  2019-03-03T08:04:00   -83.62500  330.488    1.640  0.525173  1.406460   30.616   15.653  17.16
2458545.877778  2019-03-03T09:04:00   -83.58333  330.555    1.659  0.524447  1.405939   30.617   15.632  17.16
2458545.919444  2019-03-03T10:04:00   -83.54167  330.622    1.677  0.523719  1.405417   30.618   15.610  17.15
2458545.961111  2019-03-03T11:04:00   -83.50000  330.689    1.695  0.522991  1.404896   30.620   15.588  17.15
2458546.002778  2019-03-03T12:04:00   -83.45833  330.756    1.713  0.522262  1.404375   30.621   15.566  17.14
2458546.044444  2019-03-03T13:04:00   -83.41667  330.823    1.732  0.521533  1.403854   30.622   15.544  17.14
2458546.086111  2019-03-03T14:04:00   -83.37500  330.890    1.750  0.520803  1.403333   30.623   15.522  17.14
2458546.127778  2019-03-03T15:04:00   -83.33333  330.957    1.768  0.520072  1.402811   30.624   15.500  17.13
2458546.169444  2019-03-03T16:04:00   -83.29167  331.024    1.786  0.519341  1.402290   30.625   15.478  17.13
2458546.211111  2019-03-03T17:04:00   -83.25000  331.092    1.804  0.518609  1.401768   30.626   15.456  17.13
2458546.252778  2019-03-03T18:04:00   -83.20833  331.159    1.823  0.517876  1.401246   30.627   15.434  17.12
2458546.294444  2019-03-03T19:04:00   -83.16667  331.227    1.841  0.517143  1.400725   30.627   15.412  17.12
2458546.336111  2019-03-03T20:04:00   -83.12500  331.294    1.859  0.516408  1.400203   30.628   15.389  17.11
2458546.377778  2019-03-03T21:04:00   -83.08333  331.362    1.877  0.515674  1.399681   30.629   15.367  17.11
2458546.419444  2019-03-03T22:04:00   -83.04167  331.429    1.895  0.514938  1.399159   30.629   15.345  17.11
2458546.461111  2019-03-03T23:04:00   -83.00000  331.497    1.913  0.514202  1.398637   30.629   15.322  17.10
2458546.502778  2019-03-04T00:04:00   -82.95833  331.565    1.932  0.513465  1.398115   30.630   15.300  17.10
2458546.544444  2019-03-04T01:04:00   -82.91667  331.633    1.950  0.512728  1.397593   30.630   15.277  17.09
2458546.586111  2019-03-04T02:04:00   -82.87500  331.701    1.968  0.511990  1.397071   30.630   15.254  17.09
2458546.627778  2019-03-04T03:04:00   -82.83333  331.769    1.986  0.511251  1.396549   30.630   15.232  17.09
2458546.669444  2019-03-04T04:04:00   -82.79167  331.838    2.004  0.510512  1.396026   30.630   15.209  17.08
2458546.711111  2019-03-04T05:04:00   -82.75000  331.906    2.022  0.509772  1.395504   30.630   15.186  17.08
2458546.752778  2019-03-04T06:04:00   -82.70833  331.974    2.040  0.509031  1.394981   30.629   15.163  17.07
2458546.794444  2019-03-04T07:04:00   -82.66667  332.043    2.058  0.508290  1.394458   30.629   15.140  17.07
2458546.836111  2019-03-04T08:04:00   -82.62500  332.111    2.076  0.507547  1.393936   30.629   15.117  17.07
2458546.877778  2019-03-04T09:04:00   -82.58333  332.180    2.094  0.506805  1.393413   30.628   15.094  17.06
2458546.919444  2019-03-04T10:04:00   -82.54167  332.249    2.113  0.506061  1.392890   30.628   15.071  17.06
2458546.961111  2019-03-04T11:04:00   -82.50000  332.317    2.131  0.505317  1.392367   30.627   15.048  17.05
2458547.002778  2019-03-04T12:04:00   -82.45833  332.386    2.149  0.504572  1.391844   30.626   15.025  17.05
2458547.044444  2019-03-04T13:04:00   -82.41667  332.455    2.167  0.503827  1.391321   30.625   15.001  17.05
2458547.086111  2019-03-04T14:04:00   -82.37500  332.524    2.185  0.503081  1.390797   30.624   14.978  17.04
2458547.127778  2019-03-04T15:04:00   -82.33333  332.594    2.203  0.502334  1.390274   30.623   14.955  17.04
2458547.169444  2019-03-04T16:04:00   -82.29167  332.663    2.221  0.501587  1.389750   30.622   14.931  17.03
2458547.211111  2019-03-04T17:04:00   -82.25000  332.732    2.239  0.500839  1.389227   30.621   14.908  17.03
2458547.252778  2019-03-04T18:04:00   -82.20833  332.801    2.257  0.500090  1.388703   30.620   14.884  17.03
2458547.294444  2019-03-04T19:04:00   -82.16667  332.871    2.275  0.499340  1.388179   30.618   14.861  17.02
2458547.336111  2019-03-04T20:04:00   -82.12500  332.940    2.292  0.498590  1.387656   30.617   14.837  17.02
2458547.377778  2019-03-04T21:04:00   -82.08333  333.010    2.310  0.497840  1.387132   30.615   14.813  17.01
2458547.419444  2019-03-04T22:04:00   -82.04167  333.080    2.328  0.497088  1.386607   30.614   14.790  17.01
2458547.461111  2019-03-04T23:04:00   -82.00000  333.150    2.346  0.496336  1.386083   30.612   14.766  17.01
2458547.502778  2019-03-05T00:04:00   -81.95833  333.220    2.364  0.495583  1.385559   30.610   14.742  17.00
2458547.544444  2019-03-05T01:04:00   -81.91667  333.290    2.382  0.494830  1.385034   30.608   14.718  17.00
2458547.586111  2019-03-05T02:04:00   -81.87500  333.360    2.400  0.494076  1.384510   30.606   14.694  16.99
2458547.627778  2019-03-05T03:04:00   -81.83333  333.430    2.418  0.493321  1.383985   30.604   14.670  16.99
2458547.669444  2019-03-05T04:04:00   -81.79167  333.500    2.435  0.492566  1.383460   30.602   14.646  16.98
2458547.711111  2019-03-05T05:04:00   -81.75000  333.570    2.453  0.491809  1.382936   30.600   14.622  16.98
2458547.752778  2019-03-05T06:04:00   -81.70833  333.641    2.471  0.491053  1.382410   30.597   14.597  16.98
2458547.794444  2019-03-05T07:04:00   -81.66667  333.711    2.489  0.490295  1.381885   30.595   14.573  16.97
2458547.836111  2019-03-05T08:04:00   -81.62500  333.782    2.507  0.489537  1.381360   30.592   14.549  16.97
2458547.877778  2019-03-05T09:04:00   -81.58333  333.852    2.524  0.488778  1.380835   30.589   14.524  16.96
2458547.919444  2019-03-05T10:04:00   -81.54167  333.923    2.542  0.488019  1.380309   30.587   14.500  16.96
2458547.961111  2019-03-05T11:04:00   -81.50000  333.994    2.560  0.487259  1.379784   30.584   14.476  16.95
2458548.002778  2019-03-05T12:04:00   -81.45833  334.065    2.578  0.486498  1.379258   30.581   14.451  16.95
2458548.044444  2019-03-05T13:04:00   -81.41667  334.136    2.595  0.485737  1.378732   30.578   14.426  16.95
2458548.086111  2019-03-05T14:04:00   -81.37500  334.207    2.613  0.484975  1.378206   30.575   14.402  16.94
2458548.127778  2019-03-05T15:04:00   -81.33333  334.278    2.631  0.484212  1.377680   30.571   14.377  16.94
2458548.169444  2019-03-05T16:04:00   -81.29167  334.350    2.648  0.483448  1.377153   30.568   14.352  16.93
2458548.211111  2019-03-05T17:04:00   -81.25000  334.421    2.666  0.482684  1.376627   30.565   14.327  16.93
2458548.252778  2019-03-05T18:04:00   -81.20833  334.493    2.684  0.481920  1.376100   30.561   14.303  16.92
2458548.294444  2019-03-05T19:04:00   -81.16667  334.564    2.701  0.481154  1.375573   30.557   14.278  16.92
2458548.336111  2019-03-05T20:04:00   -81.12500  334.636    2.719  0.480388  1.375047   30.554   14.253  16.92
2458548.377778  2019-03-05T21:04:00   -81.08333  334.708    2.737  0.479621  1.374520   30.550   14.228  16.91
2458548.419444  2019-03-05T22:04:00   -81.04167  334.779    2.754  0.478854  1.373992   30.546   14.203  16.91
2458548.461111  2019-03-05T23:04:00   -81.00000  334.851    2.772  0.478086  1.373465   30.542   14.177  16.90
2458548.502778  2019-03-06T00:04:00   -80.95833  334.923    2.789  0.477317  1.372938   30.538   14.152  16.90
2458548.544444  2019-03-06T01:04:00   -80.91667  334.995    2.807  0.476548  1.372410   30.533   14.127  16.89
2458548.586111  2019-03-06T02:04:00   -80.87500  335.068    2.824  0.475778  1.371882   30.529   14.102  16.89
2458548.627778  2019-03-06T03:04:00   -80.83333  335.140    2.842  0.475007  1.371354   30.525   14.076  16.88
2458548.669444  2019-03-06T04:04:00   -80.79167  335.212    2.859  0.474236  1.370826   30.520   14.051  16.88
2458548.711111  2019-03-06T05:04:00   -80.75000  335.285    2.877  0.473464  1.370298   30.515   14.025  16.88
2458548.752778  2019-03-06T06:04:00   -80.70833  335.357    2.894  0.472691  1.369769   30.511   14.000  16.87
2458548.794444  2019-03-06T07:04:00   -80.66667  335.430    2.911  0.471918  1.369241   30.506   13.974  16.87
2458548.836111  2019-03-06T08:04:00   -80.62500  335.503    2.929  0.471144  1.368712   30.501   13.949  16.86
2458548.877778  2019-03-06T09:04:00   -80.58333  335.576    2.946  0.470369  1.368183   30.496   13.923  16.86
2458548.919444  2019-03-06T10:04:00   -80.54167  335.648    2.964  0.469594  1.367654   30.491   13.897  16.85
2458548.961111  2019-03-06T11:04:00   -80.50000  335.722    2.981  0.468818  1.367124   30.485   13.872  16.85
2458549.002778  2019-03-06T12:04:00   -80.45833  335.795    2.998  0.468041  1.366595   30.480   13.846  16.84
2458549.044444  2019-03-06T13:04:00   -80.41667  335.868    3.015  0.467264  1.366065   30.474   13.820  16.84
2458549.086111  2019-03-06T14:04:00   -80.37500  335.941    3.033  0.466486  1.365535   30.469   13.794  16.83
2458549.127778  2019-03-06T15:04:00   -80.33333  336.015    3.050  0.465708  1.365005   30.463   13.768  16.83
2458549.169444  2019-03-06T16:04:00   -80.29167  336.088    3.067  0.464928  1.364475   30.457   13.742  16.82
2458549.211111  2019-03-06T17:04:00   -80.25000  336.162    3.084  0.464149  1.363944   30.452   13.716  16.82
2458549.252778  2019-03-06T18:04:00   -80.20833  336.235    3.102  0.463368  1.363414   30.446   13.690  16.82
2458549.294444  2019-03-06T19:04:00   -80.16667  336.309    3.119  0.462587  1.362883   30.439   13.663  16.81
2458549.336111  2019-03-06T20:04:00   -80.12500  336.383    3.136  0.461805  1.362352   30.433   13.637  16.81
2458549.377778  2019-03-06T21:04:00   -80.08333  336.457    3.153  0.461023  1.361821   30.427   13.611  16.80
2458549.419444  2019-03-06T22:04:00   -80.04167  336.531    3.170  0.460239  1.361289   30.420   13.584  16.80
2458549.461111  2019-03-06T23:04:00   -80.00000  336.605    3.187  0.459456  1.360758   30.414   13.558  16.79
2458549.502778  2019-03-07T00:04:00   -79.95833  336.679    3.204  0.458671  1.360226   30.407   13.532  16.79
2458549.544444  2019-03-07T01:04:00   -79.91667  336.754    3.221  0.457886  1.359694   30.401   13.505  16.78
2458549.586111  2019-03-07T02:04:00   -79.87500  336.828    3.238  0.457101  1.359161   30.394   13.479  16.78
2458549.627778  2019-03-07T03:04:00   -79.83333  336.903    3.255  0.456314  1.358629   30.387   13.452  16.77
2458549.669444  2019-03-07T04:04:00   -79.79167  336.977    3.272  0.455527  1.358096   30.380   13.425  16.77
2458549.711111  2019-03-07T05:04:00   -79.75000  337.052    3.289  0.454740  1.357563   30.372   13.399  16.76
